iter	Logloss
121	0.001062464714
122	0.001046562476
123	0.001026199838
124	0.001009453473
125	0.0009926495363
126	0.0009775319756
127	0.0009647363978
128	0.0009420885011
129	0.0009282391865
130	0.0009152703728
131	0.0009020363851
132	0.0008889348471
133	0.0008756321648
134	0.0008643449426
135	0.0008533944374
136	0.0008413905365
137	0.0008312163498
138	0.0008208415859
139	0.0008097819545
140	0.0007966364851
141	0.0007810046613
142	0.0007714865035
143	0.000771500028
144	0.0007603058382
145	0.0007603058382
146	0.0007491072983
147	0.0007399653988
148	0.0007292616304
149	0.0007153833087
150	0.0007024947427
151	0.0006926056115
152	0.0006849801212
153	0.0006775229097
154	0.0006699043965
155	0.0006615363702
156	0.0006506284054
157	0.0006454738446
158	0.0006340949101
159	0.0006340782404
160	0.0006252712593
161	0.0006252501863
162	0.0006252437939
163	0.0006181912541
164	0.000618206112
165	0.0006181995602
166	0.0006124383684
167	0.0006067861788
168	0.0005987488315
169	0.0005924308318
170	0.000592407247
171	0.000592407247
172	0.0005924156106
173	0.0005924052712
174	0.0005842200936
175	0.0005842184369
176	0.0005765145904
177	0.0005765165352
178	0.0005765205664
179	0.0005765098549
180	0.0005690696675
181	0.0005606332745
182	0.0005606332745
183	0.0005606347186
184	0.0005606160865
185	0.0005606143854
186	0.0005606105446
187	0.0005523437283
188	0.0005523256721
189	0.0005523286091
190	0.0005523286091
191	0.0005523140657
192	0.0005434707196
193	0.00053637412
194	0.000536364702
195	0.0005363668771
196	0.0005293518187
197	0.0005218653211
198	0.0005218664419
199	0.0005218664419
200	0.0005218596774
201	0.0005218596774
202	0.00052185651
203	0.0005218645459
204	0.0005218527534
205	0.0005218522041
206	0.0005218462592
207	0.0005218408724
208	0.0005147855064
209	0.0005147995713
210	0.0005147817764
211	0.0005074103145
212	0.000499845638
213	0.0004998544446
214	0.0004998288044
215	0.0004998424086
216	0.0004926308751
217	0.0004926208104
218	0.0004926208104
219	0.0004926098685
220	0.0004926098685
221	0.0004926098685
222	0.0004926098951
223	0.0004926055051
224	0.0004926052614
225	0.0004926052614
226	0.0004925851762
227	0.0004925911477
228	0.0004925799932
229	0.0004925738313
230	0.0004925738313
231	0.0004925751514
232	0.0004925699462
233	0.0004925639393
234	0.0004925464323
235	0.0004854060387
236	0.0004854060387
237	0.0004854233729
238	0.0004854120279
239	0.0004854072613
240	0.0004853995178
241	0.0004853995178
242	0.0004854058747
243	0.0004853954556
244	0.0004853840841
245	0.0004853840841
246	0.0004853859978
247	0.0004853859978
248	0.0004853863699
249	0.0004853966517
250	0.0004853792422
251	0.0004853829323
252	0.000485370276
253	0.000485369554
254	0.000485369554
255	0.0004853533139
256	0.0004853533139
257	0.0004853551435
258	0.0004853596974
259	0.0004853615801
260	0.0004853543683
261	0.0004853376099
262	0.0004853376099
263	0.0004853493315
264	0.0004853515774
265	0.0004853515774
266	0.0004853363518
267	0.0004853189778
268	0.0004853320194
269	0.0004853253834
270	0.0004853050103
271	0.0004853285951
272	0.000485314632
273	0.0004853239614
274	0.0004853239614
275	0.0004853239614
276	0.0004853088554
277	0.0004853088554
278	0.0004853068841
279	0.0004852912598
280	0.0004852904093
281	0.0004853019891
282	0.0004852838929
283	0.00048527937
284	0.00048527937
285	0.0004852864534
286	0.0004852818596
287	0.0004852852883
288	0.0004852629439
289	0.0004852646273
290	0.0004852517717
291	0.0004852517717
292	0.0004852563522
293	0.0004852517717
294	0.0004852301006
295	0.0004852520552
296	0.0004852382959
297	0.000485240409
298	0.0004852415608
299	0.0004852266187
300	0.0004852410735
301	0.0004852199517
302	0.0004852199517
303	0.0004852209041
304	0.0004852068923
305	0.0004851930134
306	0.0004851963536
307	0.0004852108837
308	0.0004851977091
309	0.0004851875425
310	0.0004851815533
311	0.0004851870375
312	0.0004851720821
313	0.0004851676478
314	0.0004851733491
315	0.0004851661904
316	0.0004851604049
317	0.0004851630673
318	0.0004851519394
319	0.0004851354956
320	0.000485146814
321	0.0004851424239
322	0.0004851318409
323	0.0004851310479
324	0.0004851264984
325	0.0004851297367
326	0.0004851153838
327	0.0004851191847
328	0.000485132532
329	0.0004851130537
330	0.0004851041407
331	0.0004851041407
332	0.0004851041407
333	0.0004851232912
334	0.0004789516688
335	0.0004789516688
336	0.0004789613127
337	0.0004789613127
338	0.0004789536578
339	0.0004789536578
340	0.0004789481404
341	0.0004789401643
342	0.0004789528626
343	0.0004789384056
344	0.0004789169981
345	0.0004789169981
346	0.0004789316279
347	0.0004789188831
348	0.0004789117421
349	0.0004789124796
350	0.0004789098859
351	0.0004741196006
352	0.000474108054
353	0.0004741028998
354	0.0004741186083
355	0.000474108734
356	0.0004740945938
357	0.0004740984522
358	0.0004740873265
359	0.000474079851
360	0.0004740621137
361	0.0004740727388
362	0.000474068433
363	0.0004740554622
364	0.0004740694718
365	0.0004740722781
366	0.0004740682757
367	0.0004740624437
368	0.0004740444472
369	0.0004740553027
370	0.0004740399863
371	0.0004740253123
372	0.0004740140249
373	0.0004740250398
374	0.0004740201869
375	0.0004740197594
376	0.0004740217285
377	0.0004740194249
378	0.0004740117811
379	0.0004740105563
380	0.0004740079338
381	0.0004740016632
382	0.0004740016632
383	0.0004740000175
384	0.0004739992246
385	0.0004739890469
386	0.0004740011981
387	0.0004739962167
388	0.0004739849581
389	0.0004739875496
390	0.0004739875496
391	0.0004739831861
392	0.0004739728334
393	0.0004739730638
394	0.0004739655905
395	0.0004739562523
396	0.0004739529387
397	0.0004739534149
398	0.0004739461144
399	0.0004739449915
400	0.000473952303
401	0.0004739190189
402	0.0004739478399
403	0.0004739311392
404	0.0004739186734
405	0.0004739159955
406	0.0004739054834
407	0.0004739121371
408	0.0004738955936
409	0.0004738936666
410	0.0004738786492
411	0.0004738967587
412	0.0004738871148
413	0.000473864221
414	0.0004738582894
415	0.0004738757255
416	0.0004738566658
417	0.0004738566658
418	0.0004738517952
419	0.0004738437217
420	0.000473834678
421	0.0004738229321
422	0.0004738324453
423	0.0004738074385
424	0.000473805321
425	0.000473805321
426	0.0004738105926
427	0.0004738035358
428	0.0004738078018
429	0.0004738011481
430	0.0004738004703
431	0.0004737880023
432	0.0004737724932
433	0.0004737724932
434	0.0004737806575
435	0.0004737756518
436	0.0004737679194
437	0.0004737754613
438	0.0004737685838
439	0.0004737685838
440	0.0004737734479
441	0.0004737671973
442	0.0004737671973
443	0.000473757766
444	0.0004737738377
445	0.0004737498498
446	0.0004737401306
447	0.0004737273592
448	0.0004737185525
449	0.0004737238462
450	0.000473720134
451	0.000473720134
452	0.0004737247101
453	0.0004737136685
454	0.000473709881
455	0.000473709881
456	0.0004737187363
457	0.0004737079385
458	0.0004737038341
459	0.0004736967507
460	0.000473705347
461	0.0004736983787
462	0.0004737016015
463	0.0004736956278
464	0.0004736921303
465	0.0004736921303
466	0.0004736714848
467	0.0004736761473
468	0.0004736599205
469	0.000473656917
470	0.0004736605119
471	0.0004736573445
472	0.0004736599914
473	0.0004736566557
474	0.0004736566557
475	0.0004736478867
476	0.000473647426
477	0.0004736498181
478	0.000473637534
479	0.0004736420414
480	0.0004736420414
481	0.0004736279565
482	0.0004736296997
483	0.0004736296997
484	0.0004736275136
485	0.0004736220382
486	0.0004736225875
487	0.0004736225875
488	0.0004736090852
489	0.0004735952218
490	0.0004735806341
491	0.000473595193
492	0.0004735872457
493	0.0004735758254
494	0.0004735659645
495	0.0004735698827
496	0.0004735582343
497	0.0004735582343
498	0.0004735497244
499	0.0004735497244
500	0.0004735796285
501	0.0004735601768
502	0.0004735636321
503	0.0004735566085
504	0.0004735459546
505	0.0004735500412
506	0.0004735498507
507	0.0004735498507
508	0.000473548834
509	0.0004735283878
510	0.0004735356152
511	0.0004735235238
512	0.0004735410463
513	0.0004735221837
514	0.0004735212003
515	0.0004735212003
516	0.0004735183386
517	0.0004735287887
518	0.0004735287887
519	0.0004735154901
520	0.0004735095585
521	0.00047350741
522	0.00047350741
523	0.0004735129673
524	0.0004735012613
525	0.0004735063025
526	0.0004735063025
527	0.0004734904966
528	0.0004734904966
529	0.0004734817409
530	0.0004734753176
531	0.0004734776056
532	0.000473466192
533	0.0004734644621
534	0.0004734664622
535	0.0004734357519
536	0.0004734607454
537	0.0004734432296
538	0.0004734528004
539	0.0004734349634
540	0.0004734349634
541	0.000473424223
542	0.0004734187632
543	0.0004734133809
544	0.0004734202206
545	0.0004734124993
546	0.000473410528
547	0.0004734082555
548	0.0004733996304
549	0.0004734119965
550	0.0004734171374
551	0.0004733951961
552	0.0004734129357
553	0.0004733958982
554	0.0004733958982
555	0.0004733958982
556	0.0004733860816
557	0.000473382108
558	0.0004733886465
559	0.0004733715382
560	0.0004733695824
561	0.0004733924451
562	0.0004733751685
563	0.000473373875
564	0.000473380006
565	0.00047336253
566	0.0004733502902
567	0.0004733597945
568	0.0004733602109
569	0.0004733497453
570	0.0004733474993
571	0.0004733352905
572	0.0004733297598
573	0.000473340458
574	0.0004733167159
575	0.0004733387414
576	0.0004733322361
577	0.000473321292
578	0.0004733152762
579	0.0004733109703
580	0.0004733109858
581	0.0004733069701
582	0.000473311606
583	0.0004733055858
584	0.0004733136017
585	0.0004733134024
586	0.0004733060598
587	0.0004732825215
588	0.0004732847697
589	0.0004732843178
590	0.0004732933305
591	0.0004732867986
592	0.000473281053
593	0.0004732874697
594	0.0004732727314
595	0.0004732644962
596	0.0004732888164
597	0.0004732594151
598	0.000473260826
599	0.0004732619313
600	0.0004732619313
601	0.000473249738
602	0.0004732408405
603	0.000473244699
604	0.0004732395603
605	0.0004732317725
606	0.0004732324924
607	0.0004732346365
608	0.0004732268332
609	0.0004732319874
610	0.0004732215328
611	0.000473217083
612	0.0004732106375
613	0.0004732079419
614	0.0004732080969
615	0.0004732089031
616	0.0004732089031
617	0.0004732076672
618	0.0004732023159
619	0.0004732008762
620	0.0004732046305
621	0.0004731821997
622	0.0004731916597
623	0.0004731775815
624	0.000473187633
625	0.000473187633
626	0.0004731805318
627	0.0004731761263
628	0.0004731710563
629	0.0004731903795
630	0.0004731761374
631	0.0004731666972
632	0.0004731653151
633	0.0004731653151
634	0.0004731607457
635	0.0004731586747
636	0.0004731642874
637	0.0004731533499
638	0.0004731578108
639	0.0004731394954
640	0.000473145602
641	0.0004731387069
642	0.0004731373646
643	0.0004731373646
644	0.0004731241613
645	0.0004731256763
646	0.0004731286709
647	0.0004731263231
648	0.0004731263231
649	0.0004731148784
650	0.0004731164466
651	0.0004731118107
652	0.0004731149781
653	0.0004730957125
654	0.0004731067584
655	0.0004730813308
656	0.0004730813308
657	0.0004730825999
658	0.0004730693058
659	0.0004730687919
660	0.000473076469
661	0.0004730525785
662	0.0004730728807
663	0.0004730728807
664	0.0004730574026
665	0.0004730654075
666	0.0004730526693
667	0.0004730269537
668	0.0004730269537
669	0.0004730372333
670	0.0004730493823
671	0.0004730311555
672	0.0004730374061
673	0.0004730232946
674	0.0004730269493
675	0.0004730206034
676	0.0004730161004
677	0.0004730186321
678	0.0004730040334
679	0.0004730133605
680	0.0004730011783
681	0.0004730062195
682	0.0004729849715
683	0.0004729849715
684	0.0004729897049
685	0.0004729900659
686	0.0004729907282
687	0.0004729927438
688	0.000472987419
689	0.0004729866416
690	0.000472982349
691	0.0004729706341
692	0.0004729712056
693	0.0004729768648
694	0.0004729650148
695	0.0004729650148
696	0.0004729539865
697	0.0004729539865
698	0.0004729478245
699	0.0004729428697
700	0.0004729475632
701	0.0004729475632
702	0.0004729423425
703	0.0004729396624
704	0.000472929456
705	0.0004729230902
706	0.0004729254823
707	0.0004729361783
708	0.0004729361783
709	0.0004729179936
710	0.0004729251922
711	0.0004729196038
712	0.0004729073419
713	0.0004729091869
714	0.0004728960966
715	0.0004729155173
716	0.0004728993924
717	0.0004729068922
718	0.0004728925969
719	0.0004728795531
720	0.0004728798122
721	0.0004728802286
722	0.0004728802286
723	0.0004728802286
724	0.0004728802286
725	0.0004728802286
726	0.0004728802286
727	0.0004728868093
728	0.0004728868093
729	0.0004728868093
730	0.0004728868093
731	0.0004728868093
732	0.0004728868093
733	0.0004728868093
734	0.0004728877307
735	0.0004728877307
736	0.0004728748729
737	0.000472876729
738	0.000472876729
739	0.000472876729
740	0.000472876729
741	0.0004728711872
742	0.0004728711872
743	0.0004728711872
744	0.0004728711872
745	0.0004728711872
746	0.0004728711872
747	0.0004728589806
748	0.0004728589806
749	0.0004728589806
750	0.0004728589806
751	0.000472874328
752	0.000472874328
753	0.000472874328
754	0.0004728551177
755	0.0004728551177
756	0.0004728369197
757	0.0004728572795
758	0.0004728572795
759	0.0004728521386
760	0.0004728388932
761	0.0004728388932
762	0.0004728344456
763	0.0004728344456
764	0.0004728292914
765	0.000472829535
766	0.000472829535
767	0.000472829535
768	0.0004728212976
769	0.0004728319095
770	0.0004728323968
771	0.0004728098995
772	0.0004728076358
773	0.0004728168788
774	0.0004728168788
775	0.0004728174414
776	0.0004728174414
777	0.0004728025968
778	0.0004728054164
779	0.0004728025658
780	0.0004728041672
781	0.0004728031616
782	0.0004728031616
783	0.0004728031616
784	0.0004728031616
785	0.0004728031616
786	0.0004728031616
787	0.0004728031616
788	0.0004727898121
789	0.0004727895507
790	0.0004727895507
791	0.0004727895507
792	0.0004727902573
793	0.0004727923327
794	0.0004727923327
795	0.0004727923327
796	0.0004727923327
797	0.0004727750583
798	0.0004727750583
799	0.0004727877145
800	0.0004727877145
801	0.0004727877145
802	0.0004727740616
803	0.0004727740616
804	0.0004727777738
805	0.0004727696848
806	0.0004727794195
807	0.0004727794195
808	0.0004727794195
809	0.0004727794195
810	0.0004727794195
811	0.000472756023
812	0.0004727672528
813	0.0004727717735
814	0.0004727572036
815	0.0004727572036
816	0.000472754539
817	0.0004727500471
818	0.0004727479894
819	0.0004727479894
820	0.0004727424609
821	0.0004727438851
822	0.0004727559211
823	0.0004727416081
824	0.0004727416081
825	0.0004727416081
826	0.0004727416081
827	0.0004727416081
828	0.0004727491256
829	0.0004727367596
830	0.000472725357
831	0.0004727334593
832	0.0004727464168
833	0.0004727303229
834	0.0004727242938
835	0.000472719308
836	0.0004727162845
837	0.0004727014577
838	0.0004727069574
839	0.0004727097903
840	0.0004726989924
841	0.0004726959136
842	0.0004726959136
843	0.0004726959136
844	0.0004727225772
845	0.0004726819727
846	0.0004726839352
847	0.0004726774852
848	0.0004726836472
849	0.0004726793104
850	0.000472665777
851	0.0004726647714
852	0.0004726647714
853	0.0004726585806
854	0.0004726585806
855	0.0004726506046
856	0.0004726582905
857	0.0004726488636
858	0.0004726488636
859	0.0004726488636
860	0.0004726447172
861	0.0004726412464
862	0.0004726363802
863	0.0004726360191
864	0.0004726220228
865	0.0004726200803
866	0.0004726254915
867	0.0004726316845
868	0.0004726316845
869	0.0004726202841
870	0.000472609371
871	0.0004726065315
872	0.0004726065315
873	0.0004725931022
874	0.0004726099159
875	0.0004726091983
876	0.000472601395
877	0.000472600128
878	0.0004725881629
879	0.0004725868826
880	0.0004725868826
881	0.0004725915318
882	0.0004725861783
883	0.0004725872127
884	0.0004725885217
885	0.0004725757791
886	0.000472578931
887	0.0004725665959
888	0.0004725773074
889	0.0004725685716
890	0.0004725739517
891	0.0004725644474
892	0.0004725616853
893	0.0004725660621
894	0.000472563588
895	0.0004725614129
896	0.0004725520392
897	0.0004725550471
898	0.0004725315509
899	0.0004725358834
900	0.0004725405791
901	0.0004725361137
902	0.0004725254465
903	0.0004725251586
904	0.0004724990974
905	0.0004725216877
906	0.0004725085907
907	0.0004725078974
908	0.0004725034764
909	0.0004725032172
910	0.0004724918545
911	0.0004724933231
912	0.0004724880293
913	0.0004724869639
914	0.000472490375
915	0.0004724784076
916	0.0004724800378
917	0.0004724808285
918	0.0004724784829
919	0.0004724820955
920	0.0004724710827
921	0.0004724733996
922	0.0004724621432
923	0.0004724775194
924	0.0004724641566
925	0.0004724741881
926	0.0004724611597
927	0.0004724523221
928	0.0004724505944
929	0.0004724491569
930	0.000472450683
931	0.0004724360821
932	0.0004724215985
933	0.0004724484902
934	0.0004724411499
935	0.0004724407755
936	0.0004724321815
937	0.0004724196383
938	0.0004724171664
939	0.0004724195829
940	0.0004724190358
941	0.0004724089002
942	0.0004724102513
943	0.0004724025632
944	0.0004724019895
945	0.0004724019895
946	0.0004724073608
947	0.0004724044237
948	0.0004723876898
949	0.0004723819043
950	0.000472394833
951	0.0004723811402
952	0.0004723802475
953	0.0004723821613
954	0.0004723772928
955	0.0004723796872
956	0.0004723593871
957	0.0004723683555
958	0.000472357644
959	0.0004723572253
960	0.0004723558321
961	0.0004723462414
962	0.0004723554999
963	0.0004723466999
964	0.000472341116
965	0.0004723349695
966	0.0004723424671
967	0.0004723395899
968	0.0004723222136
969	0.00047233009
970	0.000472326072
971	0.0004723175068
972	0.0004723165544
973	0.0004723135155
974	0.0004723039247
975	0.0004723179675
976	0.000472303021
977	0.0004723004738
978	0.0004723021173
979	0.0004722954813
980	0.0004722990341
981	0.0004722963828
982	0.0004722836136
983	0.0004722824641
984	0.0004723006156
985	0.0004722814253
986	0.0004722808759
987	0.0004722798238
988	0.0004722842737
989	0.0004722670857
990	0.0004722668553
991	0.0004722653004
992	0.0004722518977
993	0.0004722504558
994	0.0004722556654
995	0.0004722420345
996	0.0004722437179
997	0.0004722523695
998	0.0004722406347
999	0.0004722492597
